document
Frankie Starlight
Jade
Nueba Yol
Sonic Outlaws
Down Periscope
From the Journals of Jean Seberg
Man of the Year
The Neon Bible
Target
Up Close & Personal
The Birdcage
Virgin Mary
The Brothers McMullen
Bad Boys
The Amazing Panda Adventure
The Basketball Diaries
An Awfully Big Adventure
Amateur
Apollo 13
Rob Roy
The Addiction
Batman Forever
Belle de Jour
Beyond Rangoon
Blue in the Face
Canadian Bacon
Casper
Clockers
Congo
Crimson Tide
Crumb
Desperado
Devil in a Blue Dress
Die Hard: With a Vengeance
The Doom Generation
Feast of July
First Knight
Free Willy 2 - The Adventure Home
Hackers
Jeffrey
Johnny Mnemonic
Judge Dredd
Jury Duty
Kids
Living in Oblivion
Lord of Illusions
Love & Human Remains
Mad Love
Mallrats
Mighty Morphin Power Rangers: The Movie
Moonlight and Valentino
Mute Witness
Nadja
The Net
Nine Months
Party Girl
The Prophecy
Reckless
Safe
The Scarlet Letter
The Show
Showgirls
Smoke
Something to Talk About
Species
The Stars Fell on Henrietta
Strange Days
The Umbrellas of Cherbourg
The Tie That Binds
Three Wishes
Total Eclipse
To Wong Foo, Thanks for Everything! Julie Newmar
Under Siege 2: Dark Territory
Unstrung Heroes
Unzipped
A Walk in the Clouds
Waterworld
White Man's Burden
Wild Bill
The Browning Version
Bushwhacked
Burnt by the Sun
Before the Rain
Before Sunrise
Billy Madison
The Babysitter
Boys on the Side
The Cure
Castle Freak
Circle of Friends
Clerks
Don Juan DeMarco
Disclosure
Dream Man
Drop Zone
Destiny Turns on the Radio
Death and the Maiden
Dolores Claiborne
Dumb and Dumber
Eat Drink Man Woman
Exotica
Exit to Eden
Ed Wood
French Kiss
Forget Paris
Far from Home: The Adventures of Yellow Dog
A Goofy Movie
Hideaway
Fluke
Farinelli
Gordy
Gumby: The Movie
The Glass Shield
Hoop Dreams
Heavenly Creatures
Houseguest
Immortal Beloved
Heavyweights
The Hunted
I.Q.
Interview with the Vampire
Jefferson in Paris
The Jerky Boys
Junior
Just Cause
A Kid in King Arthur's Court
Kiss of Death
Star Wars
Little Women
A Little Princess
Ladybird Ladybird
L'Enfer
Like Water for Chocolate
Legends of the Fall
Major Payne
Little Odessa
Mi Vida Loca
Love Affair
Losing Isaiah
The Madness of King George
Mary Shelley's Frankenstein
Man of the House
Mixed Nuts
Milk Money
Miracle on 34th Street
Miami Rhapsody
My Family
Murder in the First
Nobody's Fool
Nell
New Jersey Drive
New York Cop
Beyond Bedlam
Nemesis 2 - Nebula
Nina Takes a Lover
Natural Born Killers
Only You
Once Were Warriors
Poison Ivy II: Lily
Outbreak
Leon: The Professional
The Perez Family
A Pyromaniac's Love Story
Pulp Fiction
Panther
Pushing Hands
Priest
Quiz Show
Picture Bride
Queen Margot
The Quick and the Dead
Roommates
Prêt-à-Porter
Three Colors: Red
Three Colors: Blue
Three Colors: White
Red Firecracker, Green Firecracker
Rent-a-Kid
Relative Fear
Stuart Saves His Family
The Swan Princess
The Secret of Roan Inish
The Specialist
Stargate
The Santa Clause
The Shawshank Redemption
Shallow Grave
Suture
Strawberry and Chocolate
Swimming with Sharks
The Sum of Us
Senior Trip
To Live
Tank Girl
Tales from the Crypt: Demon Knight
Star Trek: Generations
Tales from the Hood
Tom & Viv
Village of the Damned
Tommy Boy
Vanya on 42nd Street
The Underneath
The Walking Dead
What's Eating Gilbert Grape
Virtuosity
While You Were Sleeping
The War
Double Happiness
Muriel's Wedding
The Baby-Sitters Club
Ace Ventura: Pet Detective
The Adventures of Priscilla, Queen of the Desert
Backbeat
Bitter Moon
Bullets Over Broadway
Clear and Present Danger
The Client
Corrina, Corrina
Crooklyn
The Crow
Cobb
The Flintstones
Forrest Gump
Four Weddings and a Funeral
Higher Learning
I Like It Like That
I Love Trouble
It Could Happen to You
The Jungle Book
The Wonderful, Horrible Life of Leni Riefenstahl
The Lion King
Little Buddha
New Nightmare
The Mask
Maverick
Mrs. Parker and the Vicious Circle
The Naked Gun 33⅓: The Final Insult
The Paper
Reality Bites
Red Rock West
Ri¢hie Ri¢h
Safe Passage
The River Wild
Speed
Speechless
Timecop
True Lies
When a Man Loves a Woman
Wolf
Wyatt Earp
Bad Company
A Man of No Importance
S.F.W.
A Low Down Dirty Shame
Boys Life: Three Stories of Love, Lust, and Liberation
Colonel Chabert
Faster, Pussycat! Kill! Kill!
Jason's Lyric
The Secret Adventures of Tom Thumb
Street Fighter
Coldblooded
Desert Winds
Fall Time
The Fear
Frank and Ollie
Girl in the Cadillac
Homage
Mirage
Open Season
Dos Crímenes
Brother Minister: The Assassination of Malcolm X
Highlander: The Final Dimension
Federal Hill
In the Mouth of Madness
8 Seconds
Above the Rim
Addams Family Values
Martin Lawrence: You So Crazy
The Age of Innocence
Airheads
The Air Up There
Another Stakeout
Bad Girls
Barcelona
Being Human
The Beverly Hillbillies
Beverly Hills Cop III
Black Beauty
Blink
Blown Away
Blue Chips
Blue Sky
Body Snatchers
Boxing Helena
A Bronx Tale
Cabin Boy
Calendar Girl
Carlito's Way
City Slickers II: The Legend of Curly's Gold
Clean Slate
Cliffhanger
Coneheads
Color of Night
Cops & Robbersons
The Cowboy Way
Dangerous Game
Dave
Dazed and Confused
Demolition Man
The Endless Summer 2
Even Cowgirls Get the Blues
Fatal Instinct
Farewell My Concubine
The Favor
Fearless
Fear of a Black Hat
With Honors
Flesh and Bone
Widows' Peak
For Love or Money
The Firm
Free Willy
Fresh
The Fugitive
Geronimo: An American Legend
The Getaway
Getting Even with Dad
Go Fish
A Good Man in Africa
Guilty as Sin
Hard Target
Heaven & Earth
Hot Shots! Part Deux
Live Nude Girls
The Englishman Who Went Up a Hill But Came Down a Mountain
The House of the Spirits
House Party 3
The Hudsucker Proxy
I'll Do Anything
In the Army Now
In the Line of Fire
In the Name of the Father
The Inkwell
What's Love Got to Do with It
Jimmy Hollywood
Judgment Night
Jurassic Park
Kalifornia
Killing Zoe
King of the Hill
Lassie
Last Action Hero
Life With Mikey
Lightning Jack
M. Butterfly
Made in America
Malice
The Man without a Face
Manhattan Murder Mystery
Menace II Society
Executive Decision
In the Realm of the Senses
What Happened Was...
Much Ado About Nothing
Mr. Jones
Mr. Wonderful
Mrs. Doubtfire
Naked
The Next Karate Kid
The New Age
No Escape
North
Orlando
A Perfect World
Philadelphia
The Piano
Poetic Justice
The Program
The Puppet Masters
Radioland Murders
The Ref
The Remains of the Day
Renaissance Man
Rising Sun
The Road to Wellville
RoboCop 3
Robin Hood: Men in Tights
Romeo Is Bleeding
Romper Stomper
Ruby in Paradise
Rudy
The Saint of Fort Washington
Savage Nights
Schindler's List
The Scout
Searching for Bobby Fischer
Second Best
The Secret Garden
Serial Mom
The Shadow
Shadowlands
Short Cuts
A Simple Twist of Fate
Sirens
Six Degrees of Separation
Sleepless in Seattle
Sliver
Blade Runner
Son in Law
So I Married an Axe Murderer
Striking Distance
Harem
Super Mario Bros.
Surviving the Game
Terminal Velocity
Thirty Two Short Films About Glenn Gould
Threesome
The Nightmare Before Christmas
The Three Musketeers
Tombstone
Trial by Jury
True Romance
The War Room
The Pagemaster
Paris, France
The Beans of Egypt, Maine
Killer
Welcome to the Dollhouse
Germinal
Chasers
Cronos
Naked in New York
Kika
Bhaji on the Beach
Little Big League
The Slingshot
Wide Eyed and Legless
Foreign Student
Ciao, Professore!
Spanking the Monkey
The Little Rascals
À la mode
Andre
The Escort
Princess Caraboo
The Celluloid Closet
Café au Lait
Dear Diary
I Don't Want to Talk About It
The Brady Bunch Movie
Home Alone
Ghost
Aladdin
Terminator 2: Judgment Day
Dances with Wolves
Tough and Deadly
Batman
The Silence of the Lambs
Snow White and the Seven Dwarfs
Beauty and the Beast
Pinocchio
Pretty Woman
Window to Paris
The Wild Bunch
Love and a .45
The Wooden Man's Bride
A Great Day in Harlem
Bye Bye Love
One Fine Day
Candyman: Farewell to the Flesh
Century
Fargo
Homeward Bound II: Lost in San Francisco
Heavy Metal
Hellraiser: Bloodline
The Pallbearer
Jane Eyre
Loaded
Bread and Chocolate
The Aristocats
The Flower of My Secret
Two Much
Ed
Scream of Stone
My Favorite Season
A Modern Affair
Condition Red
Halfaouine: Boy of the Terraces
A Thin Line Between Love and Hate
The Last Supper
Primal Fear
Rude
Carried Away
All Dogs Go to Heaven 2
Land and Freedom
Denise Calls Up
Theodore Rex
A Family Thing
Frisk
Sgt. Bilko
Jack & Sarah
Girl 6
Diabolique
Little Indian, Big City
Roula
Peanuts – Die Bank zahlt alles
Happy Weekend
Nelly and Monsieur Arnaud
Courage Under Fire
Mission: Impossible
Cold Fever
Moll Flanders
The Superwife
301, 302
DragonHeart
Und keiner weint mir nach
My Mother's Courage
Eddie
Yankee Zulu
Billy's Holiday
Purple Noon
August
James and the Giant Peach
Fear
Kids in the Hall: Brain Candy
Faithful
Underground
All Things Fair
Bloodsport II
Pather Panchali
The World of Apu
Mystery Science Theater 3000: The Movie
Tarantella
Space Jam
Barbarella
Hostile Intentions
They Bite
Some Folks Call It a Sling Blade
The Run of the Country
Alphaville
Coup de Torchon
Tigrero: A Film That Was Never Made
The Eye of Vichy
Windows
It's My Party
Country Life
Operation Dumbo Drop
The Promise
Mrs. Winterbourne
Solo
Under The Domim Tree
The Substitute
True Crime
Butterfly Kiss
Feeling Minnesota
Delta of Venus
To Cross the Rubicon
Angus
Priest Daens
Faces
Boys
The Quest
Cosi
Sunset Park
Mulholland Falls
The Truth About Cats & Dogs
Oliver & Company
Celtic Pride
Flipper
Captives
Of Love and Shadows
Dead Man
The Horseman on the Roof
Switchblade Sisters
Mouth to Mouth
The Visitors
Multiplicity
The Haunted World of Edward D. Wood, Jr.
Two Friends
The Craft
The Great White Hype
Last Dance
War Stories Our Mother Never Told Us
Cold Comfort Farm
Institute Benjamenta, or This Dream People Call Human Life
Heaven's Prisoners
Original Gangstas
The Rock
Getting Away with Murder
Cemetery Man
Twister
Barb Wire
Le Garçu
Honeymoon
Ghost in the Shell
Thinner
Spy Hard
Brothers in Trouble
A Close Shave
Force of Evil
The Stupids
The Arrival
The Man from Down Under
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Careful
Vermont Is for Lovers
A Month by the Lake
Gold Diggers: The Secret of Bear Mountain
Kim
Carmen Miranda: Bananas Is My Business
Ashes of Time
The Jar
Maya Lin: A Strong Clear Vision
Stalingrad
The Phantom
Striptease
The Last of the High Kings
Heavy
Jack
I Shot Andy Warhol
The Grass Harp
Someone Else's America
Life is Rosy
Quartier Mozart
Touki Bouki
God's Gift
Spirits of the Dead
Babyfever
Pharaoh's  Army
Trainspotting
Til There Was You
Independence Day
Stealing Beauty
The Fan
The Hunchback of Notre Dame
The Cable Guy
Kingpin
Eraser
The Gate of Heavenly Peace
The Nutty Professor
I, the Worst of All
An Unforgettable Summer
A Hungarian Fairy Tale
My Life and Times With Antonin Artaud
Midnight Dancers
Somebody to Love
A Very Natural Thing
The Old Lady Who Walked in the Sea
Daylight
The Frighteners
Lone Star
Harriet the Spy
Phenomenon
Walking and Talking
She's the One
A Time to Kill
American Buffalo
Rendezvous in Paris
Alaska
Fled
Kazaam
Magic Hunter
Larger Than Life
A Boy Called Hate
Power 98
Two Deaths
A Very Brady Sequel
Stefano Quantestorie
Death in the Garden
Hedd Wyn
La Collectionneuse
Kaspar Hauser
Regular Guys
Diebinnen
The Convent
The Adventures of Pinocchio
Joe's Apartment
The First Wives Club
Stonewall
Ransom
High School High
Phat Beach
Foxfire
Chain Reaction
Matilda
Emma
The Crow: City of Angels
House Arrest
Eyes Without a Face
Bordello of Blood
Lotto Land
The Story of Xinghua
The Day the Sun Turned Cold
Flirt
The Big Squeeze
The Spitfire Grill
Escape from L.A.
Cyclo
Basquiat
Tin Cup
Dingo
The Ballad of Narayama
Every Other Weekend
Mille bolle blu
Crows and Sparrows
The Godfather
Maybe... Maybe Not
Police Story 3: Supercop
Manny & Lo
Wife
Small Faces
Bound
Carpool
Death in Brunswick
Kansas City
Gone Fishin'
Lover's Knot
Vive L'Amour
Shadow of Angels
Killer: A Journal of Murder
Nothing to Lose
Project S
Girls Town
Bye-Bye
The Relic
The Island of Dr. Moreau
First Kid
The Trigger Effect
Sweet Nothing
Bogus
Bulletproof
Talk of Angels
The Land Before Time III: The Time of the Great Giving
1-900
Baton Rouge
Halloween: The Curse of Michael Myers
Twelfth Night
Mother Night
Liebelei
Venice
Wild Reeds
For Whom the Bell Tolls
The Philadelphia Story
Singin' in the Rain
An American in Paris
Funny Face
Breakfast at Tiffany's
Vertigo
Rear Window
It Happened One Night
Gaslight
The Gay Divorcee
North by Northwest
The Apartment
Some Like It Hot
Charade
Casablanca
The Maltese Falcon
My Fair Lady
Sabrina
Roman Holiday
The Little Princess
Meet Me in St. Louis
The Wizard of Oz
Gone with the Wind
My Favorite Year
Sunset Boulevard
Citizen Kane
2001: A Space Odyssey
Golden Earrings
All About Eve
The Women
Rebecca
Foreign Correspondent
Notorious
Spellbound
An Affair to Remember
To Catch a Thief
Father of the Bride
The Band Wagon
Ninotchka
Love in the Afternoon
Gigi
The Reluctant Debutante
The Adventures of Robin Hood
The Mark of Zorro
Laura
The Ghost and Mrs. Muir
Lost Horizon
Top Hat
To Be or Not to Be
My Man Godfrey
Giant
East of Eden
The Thin Man
His Girl Friday
Around the World in Eighty Days
It's a Wonderful Life
Mr. Smith Goes to Washington
Bringing Up Baby
Penny Serenade
The Scarlet Letter
Lady of Burlesque
Of Human Bondage
Angel on My Shoulder
Little Lord Fauntleroy
They Made Me a Criminal
The Inspector General
Angel and the Badman
The 39 Steps
A Walk in the Sun
The Outlaw
Night of the Living Dead
The African Queen
Beat the Devil
Cat on a Hot Tin Roof
The Last Time I Saw Paris
Meet John Doe
Algiers
Something to Sing About
A Farewell to Arms
Moonlight Murder
Nothing Personal
Yes, Madam
Dangerous Ground
Picnic
Madagascar Skin
The Pompatus of Love
Small Wonders
Fly Away Home
Bliss
Grace of My Heart
Brother of Sleep
Maximum Risk
Michael Collins
The Rich Man's Wife
Infinity
Big Night
Last Man Standing
Caught
Set It Off
2 Days in the Valley
Curdled
L'associé
Ed's Next Move
Extreme Measures
The Glimmer Man
D3: The Mighty Ducks
The Chamber
The Apple Dumpling Gang
Davy Crockett, King of the Wild Frontier
Escape to Witch Mountain
The Love Bug
Herbie Rides Again
Old Yeller
The Parent Trap
Pollyanna
Homeward Bound: The Incredible Journey
The Shaggy Dog
Swiss Family Robinson
That Darn Cat!
20,000 Leagues Under the Sea
Cool Runnings
Angels in the Outfield
Cinderella
Winnie the Pooh and the Blustery Day
The Three Caballeros
